grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position,recent_form_5,recent_form_3,recent_podiums_5,recent_wins_5,avg_finish,finish_std,race_count,avg_grid,grid_std,avg_fastest_lap,avg_pitstops,podium_count,podium_rate,win_count,win_rate,dnf_count,dnf_rate,track_avg_finish,track_race_count,track_avg_grid,track_avg_fastest_lap,track_podium_count,track_podium_rate,track_encoded,driver_encoded,track_type_encoded,wet_dry_encoded,grid_advantage,consistency_score,performance_momentum,quali_vs_race_gap,finished_position_clean
Austrian Grand Prix,2025,Fernando ALONSO,ALO,14,Spielberg,circuit,dry,69.935,72.16714925,18.04567647,32.32761765,22.02675,1,11,7,11.75,13.5,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,10,3,11,68.91233333,0,0,20,6,0,0,0.822912465,0.196012454,-0.324383803,-4,7
Azerbaijan Grand Prix,2025,Fernando ALONSO,ALO,14,Baku,street,dry,105.002,110.4093265,39.58066,44.60488,26.60198,1,11,15,11.5,10,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,8.333333333,3,8.333333333,105.4333333,0,0,1,6,1,0,0.822912465,0.196012454,-0.298415493,4,15
Bahrain Grand Prix,2025,Fernando ALONSO,ALO,14,Sakhir,circuit,dry,97.906,100.4443148,32.632625,44.02175,25.024,2,13,15,12.25,11,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,9,3,8,96.087,1,0.333333333,15,6,0,0,0.697276974,0.196012454,-0.376320423,2,15
Belgian Grand Prix,2025,Fernando ALONSO,ALO,14,Spa-Francorchamps,circuit,wet,105.849,115.5283902,33.61569767,51.2605814,31.21316279,2,19,17,12.5,12.33333333,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,10,3,12.33333333,108.2793333,0,0,19,6,0,1,0.478237087,0.196012454,-0.402288732,-2,17
British Grand Prix,2025,Fernando ALONSO,ALO,14,Silverstone,circuit,wet,90.353,112.792,36.48937255,46.15058824,30.9115098,2,9,9,13.5,15.66666667,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,8,3,9.333333333,90.467,0,0,17,6,0,1,1.003772347,0.196012454,-0.506161972,0,9
Canadian Grand Prix,2025,Fernando ALONSO,ALO,14,Montreal,circuit,wet,75.024,77.51344444,21.95650725,24.52431884,32.33553623,6,6,7,12.6,13.66666667,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,5,3,5,75.702,1,0.333333333,13,6,0,1,1.497430878,0.196012454,-0.412676056,1,7
Chinese Grand Prix,2025,Fernando ALONSO,ALO,14,Shanghai,circuit,dry,99.256,113.271,27.18633333,33.616,52.46866667,0,13,,12.6,11,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,7,1,8,98.533,0,0,16,6,0,0,0.697276974,0.196012454,-0.412676056,,25
Dutch Grand Prix,2025,Fernando ALONSO,ALO,14,Zandvoort,circuit,dry,73.719,81.96930435,28.58209859,29.05664789,24.55315493,2,10,8,12,8,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,6.666666667,3,7.333333333,74.10466667,1,0.333333333,23,6,0,0,0.904388946,0.196012454,-0.350352113,-2,8
Emilia Romagna Grand Prix,2025,Fernando ALONSO,ALO,14,Imola,circuit,dry,79.894,86.80121667,27.87027419,30.50783871,29.26848387,2,5,11,10.25,7.5,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,15,2,12,79.449,0,0,4,6,0,0,1.791044776,0.196012454,-0.168573944,6,11
Hungarian Grand Prix,2025,Fernando ALONSO,ALO,14,Hungaroring,circuit,dry,80.113,82.19166176,30.0237971,29.36808696,23.08249275,1,5,5,8.75,9.5,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,8.333333333,3,6.666666667,81.97366667,0,0,3,6,0,0,1.791044776,0.196012454,-0.012764085,0,5
Italian Grand Prix,2025,Fernando ALONSO,ALO,14,Monza,circuit,dry,83.757,85.75759091,28.42256522,28.8336087,29.34630435,1,9,,7.75,8,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,10,2,10,84.26866667,0,0,14,6,0,0,1.003772347,0.196012454,0.091109155,,25
Japanese Grand Prix,2025,Fernando ALONSO,ALO,14,Suzuka,circuit,dry,91.77,93.4457451,33.27807692,42.36063462,18.25105769,1,13,11,8,8,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,8.333333333,3,9.333333333,94.56633333,0,0,21,6,0,0,0.697276974,0.196012454,0.065140845,-2,11
Mexico City Grand Prix,2025,Fernando ALONSO,ALO,14,Mexico City,circuit,dry,81.708,83.958625,29.99363636,32.65446875,21.96857576,1,14,,8.75,8,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,0,0,13.33333333,82.65366667,0,0,10,6,0,0,0.647824706,0.196012454,-0.012764085,,25
Miami Grand Prix,2025,Fernando ALONSO,ALO,14,Miami,street,wet,91.287,93.85884375,32.1846875,35.99565625,26.76875758,1,17,15,9,11,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,9,3,11.33333333,91.17766667,1,0.333333333,11,6,1,1,0.534171249,0.196012454,-0.038732394,-2,15
Monaco Grand Prix,2025,Fernando ALONSO,ALO,14,Monte Carlo,circuit,dry,75.593,80.54373529,21.56334286,37.59242857,21.38051429,1,7,,10.33333333,13,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,6.5,2,7.666666667,76.73533333,1,0.5,12,6,0,0,1.286525121,0.196012454,-0.177230047,,25
Saudi Arabian Grand Prix,2025,Fernando ALONSO,ALO,14,Jeddah,street,dry,93.009,97.75139583,36.50183673,30.33083673,31.21930612,1,13,11,13,15,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,6.333333333,3,6.666666667,92.54533333,1,0.333333333,6,6,1,0,0.697276974,0.196012454,-0.454225352,-2,11
Singapore Grand Prix,2025,Fernando ALONSO,ALO,14,Singapore,street,wet,95.862,97.84181667,29.30796667,41.4737377,27.467,1,10,7,12.33333333,13,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,10,3,8,96.68633333,0,0,18,6,1,1,0.904388946,0.196012454,-0.384976526,-3,7
Spanish Grand Prix,2025,Fernando ALONSO,ALO,14,Catalunya,circuit,dry,78.128,83.43019355,25.29390769,34.01709231,25.46096923,3,10,9,11,9,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,9.333333333,3,10,78.18166667,0,0,2,6,0,0,0.904388946,0.196012454,-0.246478873,-1,9
São Paulo Grand Prix,2025,Fernando ALONSO,ALO,14,Interlagos,circuit,dry,73.312,78.20035385,20.38329851,40.38813433,17.85885075,2,11,14,10.5,9,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,10.33333333,3,8,76.68233333,1,0.333333333,5,6,0,0,0.822912465,0.196012454,-0.194542254,3,14
United States Grand Prix,2025,Fernando ALONSO,ALO,14,Austin,circuit,dry,98.789,101.5262963,27.47481818,40.48672727,33.90138182,1,10,10,10.25,10,0,0,8.627118644,4.101716651,59,9.134328358,4.085805148,87.55453731,1.865671642,8,0.13559322,0,0,8,0.13559322,11.5,2,11.66666667,99.33466667,0,0,0,6,0,0,0.904388946,0.196012454,-0.168573944,0,10
Abu Dhabi Grand Prix,2024,Franco COLAPINTO,COL,43,Yas Marina Circuit,circuit,dry,89.411,93.86575,19.31876,39.95864,35.43956,1,19,,0,0,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,0,0,19,89.411,0,0,22,7,0,0,0.855148342,0.247017543,0.93485342,,25
Azerbaijan Grand Prix,2024,Franco COLAPINTO,COL,43,Baku,street,dry,107.274,110.6733878,40.23697959,44.73406,26.03066,1,9,8,0,0,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13.5,2,12.5,106.6645,0,0,1,7,1,0,1.794871795,0.247017543,0.93485342,-1,8
Italian Grand Prix,2024,Franco COLAPINTO,COL,43,Monza,circuit,dry,83.728,85.48629412,28.16223077,29.26303846,28.46223077,1,18,12,8,8,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,14.5,2,18,82.9835,0,0,14,7,0,0,0.902394107,0.247017543,0.413680782,-6,12
Las Vegas Grand Prix,2024,Franco COLAPINTO,COL,43,Las Vegas,street,dry,96.867,99.09702128,29.19040816,33.50287755,37.01114286,2,14,14,10,10,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,14,1,14,96.867,0,0,7,7,1,0,1.158392435,0.247017543,0.283387622,0,14
Mexico City Grand Prix,2024,Franco COLAPINTO,COL,43,Mexico City,circuit,dry,80.09,86.06263235,31.42889855,32.92655072,21.94627536,1,16,12,11.33333333,11.33333333,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,14,2,18,80.716,0,0,10,7,0,0,1.014492754,0.247017543,0.196525516,-4,12
Qatar Grand Prix,2024,Franco COLAPINTO,COL,43,Lusail,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,1,19,,11.5,12.66666667,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,0,0,19,0,0,0,8,7,0,0,0.855148342,0.247017543,0.185667752,,25
Singapore Grand Prix,2024,Franco COLAPINTO,COL,43,Singapore,street,dry,97.262,98.80635593,29.44025,41.88148333,27.86425,1,12,11,11.5,13,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13.5,2,14,97.222,0,0,18,7,1,0,1.349862259,0.247017543,0.185667752,-1,11
São Paulo Grand Prix,2024,Franco COLAPINTO,COL,43,Interlagos,circuit,wet,84.296,88.79203571,23.70231034,46.81458621,19.42510345,2,18,,12.25,11.5,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,15,1,18,78.556,0,0,5,7,0,1,0.902394107,0.247017543,0.136807818,,25
United States Grand Prix,2024,Franco COLAPINTO,COL,43,Austin,circuit,dry,97.611,102.8237593,27.68174074,41.07801818,34.37034545,1,17,10,12.33333333,11,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13.5,2,16,98.392,0,0,0,7,0,0,0.955165692,0.247017543,0.131378936,-7,10
Austrian Grand Prix,2025,Franco COLAPINTO,COL,43,Spielberg,circuit,dry,69.621,72.43013636,18.50461765,32.37679412,22.0245,2,14,15,11,10.5,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,15,1,14,69.621,0,0,20,7,0,0,1.158392435,0.247017543,0.218241042,1,15
Azerbaijan Grand Prix,2025,Franco COLAPINTO,COL,43,Baku,street,dry,106.055,110.9833333,39.79381633,44.94589796,26.76697959,1,16,19,12,12.5,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13.5,2,12.5,106.6645,0,0,1,7,1,0,1.014492754,0.247017543,0.153094463,3,19
Belgian Grand Prix,2025,Franco COLAPINTO,COL,43,Spa-Francorchamps,circuit,wet,106.104,116.0361707,33.53939535,51.95997674,31.02181395,2,17,19,13.75,14.66666667,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,19,1,17,106.104,0,0,19,7,0,1,0.955165692,0.247017543,0.039087948,2,19
British Grand Prix,2025,Franco COLAPINTO,COL,43,Silverstone,circuit,wet,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,20,,15.75,17.66666667,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,0,0,20,0,0,0,17,7,0,1,0.812603648,0.247017543,-0.091205212,,25
Canadian Grand Prix,2025,Franco COLAPINTO,COL,43,Montreal,circuit,wet,76.076,78.21153125,22.35511765,24.80954412,32.70105882,4,12,13,15.75,19,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13,1,12,76.076,0,0,13,7,0,1,1.349862259,0.247017543,-0.091205212,1,13
Dutch Grand Prix,2025,Franco COLAPINTO,COL,43,Zandvoort,circuit,dry,73.049,81.10475,28.61602817,29.27453521,24.32901408,3,16,11,16.5,16,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,11,1,16,73.049,0,0,23,7,0,0,1.014492754,0.247017543,-0.140065147,-5,11
Emilia Romagna Grand Prix,2025,Franco COLAPINTO,COL,43,Imola,circuit,dry,80.345,86.81971667,27.81034426,30.5423871,29.32648387,2,15,16,15.5,12,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,16,1,15,80.345,0,0,4,7,0,0,1.081677704,0.247017543,-0.074918567,1,16
Hungarian Grand Prix,2025,Franco COLAPINTO,COL,43,Hungaroring,circuit,dry,80.827,82.66643939,30.474,29.57694118,23.35516176,2,14,18,14.75,13.33333333,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,18,1,14,80.827,0,0,3,7,0,0,1.158392435,0.247017543,-0.026058632,4,18
Italian Grand Prix,2025,Franco COLAPINTO,COL,43,Monza,circuit,dry,82.239,84.25264,28.06423529,28.6932549,27.89841176,1,18,17,14.5,15,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,14.5,2,18,82.9835,0,0,14,7,0,0,0.902394107,0.247017543,-0.009771987,-1,17
Mexico City Grand Prix,2025,Franco COLAPINTO,COL,43,Mexico City,circuit,dry,81.342,84.13351471,29.68401471,32.90685294,21.80407246,1,20,16,15,17,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,14,2,18,80.716,0,0,10,7,0,0,0.812603648,0.247017543,-0.042345277,-4,16
Monaco Grand Prix,2025,Franco COLAPINTO,COL,43,Monte Carlo,circuit,dry,75.298,79.91891781,21.00362667,37.457,21.46444,2,20,13,15.6,17,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13,1,20,75.298,0,0,12,7,0,0,0.812603648,0.247017543,-0.081433225,-7,13
Singapore Grand Prix,2025,Franco COLAPINTO,COL,43,Singapore,street,wet,97.182,98.95786441,29.37025,42.06063333,27.78295,1,16,16,16,15.33333333,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13.5,2,14,97.222,0,0,18,7,1,1,1.014492754,0.247017543,-0.107491857,0,16
Spanish Grand Prix,2025,Franco COLAPINTO,COL,43,Catalunya,circuit,dry,78.353,83.75645161,25.49067692,33.86363077,25.51396923,3,19,15,16,15,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,15,1,19,78.353,0,0,2,7,0,0,0.855148342,0.247017543,-0.107491857,-4,15
São Paulo Grand Prix,2025,Franco COLAPINTO,COL,43,Interlagos,circuit,dry,72.816,78.15367692,20.5550303,40.25370149,17.83598507,2,18,15,15.4,14.66666667,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,15,1,18,78.556,0,0,5,7,0,0,0.902394107,0.247017543,-0.068403909,-3,15
United States Grand Prix,2025,Franco COLAPINTO,COL,43,Austin,circuit,dry,99.173,102.0989057,27.55381481,40.80957407,34.08848148,1,15,17,15,15.33333333,0,0,14.35,3.048295468,20,16.33333333,2.838656551,87.04631818,1.583333333,0,0,0,0,4,0.2,13.5,2,16,98.392,0,0,0,7,0,0,1.081677704,0.247017543,-0.042345277,2,17
Australian Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Melbourne,street,wet,84.192,103.3949487,36.53727273,23.25445455,47.28938636,5,15,,0,0,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,0,0,15,84.192,0,0,9,8,1,1,0.933774834,0.191761181,0.930894309,,25
Austrian Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Spielberg,circuit,dry,69.247,71.9525303,18.44230882,32.08986765,21.92302941,2,8,8,0,0,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,8,1,8,69.247,0,0,20,8,0,0,1.740740741,0.191761181,0.930894309,0,8
Azerbaijan Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Baku,street,dry,104.93,110.2867959,39.55362,44.33748,26.6648,1,13,11,8,8,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,11,1,13,104.93,0,0,1,8,1,0,1.076335878,0.191761181,0.37804878,-2,11
Bahrain Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Sakhir,circuit,dry,98.006,100.4819815,32.53848214,44.01628571,25.177375,2,18,18,9.5,9.5,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,18,1,18,98.006,0,0,15,8,0,0,0.779005525,0.191761181,0.274390244,0,18
Belgian Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Spa-Francorchamps,circuit,wet,106.966,115.4058571,33.35213953,51.47365116,30.97706977,1,10,9,12.33333333,12.33333333,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,9,1,10,106.966,0,0,19,8,0,1,1.396039604,0.191761181,0.078590786,-1,9
British Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Silverstone,circuit,wet,136.121,136.9505,46.2185,52.1445,38.5875,0,17,,11.5,12.66666667,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,0,0,17,136.121,0,0,17,8,0,1,0.824561404,0.191761181,0.136178862,,25
Canadian Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Montreal,circuit,wet,75.414,78.19676563,22.51516176,24.95335294,32.38330882,4,16,14,11.5,13.5,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,14,1,16,75.414,0,0,13,8,0,1,0.875776398,0.191761181,0.136178862,-2,14
Chinese Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Shanghai,circuit,dry,95.874,98.24555769,26.9105,29.60992593,42.40781481,2,19,14,13,11.5,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,14,1,19,95.874,0,0,16,8,0,0,0.738219895,0.191761181,0.032520325,-5,14
Dutch Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Zandvoort,circuit,dry,74.307,81.66181159,28.48715493,29.3796338,24.4388169,2,13,15,13.75,14,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,15,1,13,74.307,0,0,23,8,0,0,1.076335878,0.191761181,-0.019308943,2,15
Emilia Romagna Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Imola,circuit,dry,80.63,86.32066102,28.04969355,30.42893548,29.28516129,3,14,18,13,14.33333333,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,18,1,14,80.63,0,0,4,8,0,0,1,0.191761181,0.032520325,4,18
Hungarian Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Hungaroring,circuit,dry,80.705,82.30120588,29.90894203,29.48010145,23.17131884,1,7,6,15.25,15.66666667,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,6,1,7,80.705,0,0,3,8,0,0,1.985915493,0.191761181,-0.12296748,-1,6
Italian Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Monza,circuit,dry,82.139,83.64613725,27.80619231,28.48646154,27.79696154,1,8,8,13.4,13,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,8,1,8,82.139,0,0,14,8,0,0,1.740740741,0.191761181,0.004878049,0,8
Japanese Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Suzuka,circuit,dry,92.034,93.90796078,33.46005769,42.58407692,18.26336538,1,17,19,12.2,10.66666667,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,19,1,17,92.034,0,0,21,8,0,0,0.824561404,0.191761181,0.087804878,2,19
Mexico City Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Mexico City,circuit,dry,81.121,83.49795588,29.5014058,32.58555072,21.64382609,1,16,10,13.2,11,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,10,1,16,81.121,0,0,10,8,0,0,0.875776398,0.191761181,0.018699187,-6,10
Miami Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Miami,street,wet,92.42,102.1514286,34.29766667,38.58257143,29.628,1,13,,12.2,12.33333333,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,0,0,13,92.42,0,0,11,8,1,1,1.076335878,0.191761181,0.087804878,,25
Monaco Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Monte Carlo,circuit,dry,74.884,79.00195833,20.75581081,37.14161333,21.53646667,3,16,14,10.75,14.5,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,14,1,16,74.884,0,0,12,8,0,0,0.875776398,0.191761181,0.18800813,-2,14
Saudi Arabian Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Jeddah,street,dry,94.447,97.32487234,36.6690625,30.79679167,31.20314583,1,20,18,12.75,12,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,18,1,20,94.447,0,0,6,8,1,0,0.701492537,0.191761181,0.049796748,-2,18
Singapore Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Singapore,street,wet,97.126,98.83220339,29.49113333,41.95085,27.80906667,1,14,17,15.25,16,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,17,1,14,97.126,0,0,18,8,1,1,1,0.191761181,-0.12296748,3,17
Spanish Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Catalunya,circuit,dry,78.297,84.3554127,25.15015385,34.05838462,25.6224,2,12,12,14.75,16.33333333,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,12,1,12,78.297,0,0,2,8,0,0,1.165289256,0.191761181,-0.088414634,0,12
São Paulo Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Interlagos,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,,,15.25,15.66666667,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,0,0,0,0,0,0,5,8,0,0,,0.191761181,-0.12296748,,25
United States Grand Prix,2025,Gabriel BORTOLETO,BOR,5,Austin,circuit,dry,98.275,101.7984808,27.80738889,40.74603704,33.93281481,2,16,18,15.25,14.5,0,0,13.47058824,4.214819792,17,14.1,3.669217613,89.85675,1.714285714,0,0,0,0,4,0.235294118,18,1,16,98.275,0,0,0,8,0,0,0.875776398,0.191761181,-0.12296748,2,18
Abu Dhabi Grand Prix,2023,George RUSSELL,RUS,63,Yas Marina Circuit,circuit,dry,88.187,89.62418182,18.77464912,38.27603509,33.26819298,2,4,3,0,0,0,0,5.564516129,3.272443153,62,5.373134328,3.428206621,87.12502985,1.925373134,14,0.225806452,4,0.064516129,5,0.080645161,4,2,5.5,88.191,1,0.5,22,9,0,0,1.310520568,0.234058117,0.847665848,-1,3
Australian Grand Prix,2023,George RUSSELL,RUS,63,Melbourne,street,dry,82.68,93.30771429,33.5085,23.9435,41.03757143,2,2,,3,3,1,0,5.564516129,3.272443153,62,5.373134328,3.428206621,87.12502985,1.925373134,14,0.225806452,4,0.064516129,5,0.080645161,10,2,4.333333333,82.67633333,1,0.5,9,9,1,0,2.558635394,0.234058117,0.390663391,,25
Austrian Grand Prix,2023,George RUSSELL,RUS,63,Spielberg,circuit,wet,69.283,71.40879104,18.58252857,32.05454286,22.04292857,3,11,7,3,3,1,0,5.564516129,3.272443153,62,5.373134328,3.428206621,87.12502985,1.925373134,14,0.225806452,4,0.064516129,5,0.080645161,4.333333333,3,6.333333333,69.273,1,0.333333333,20,9,0,1,0.484066156,0.234058117,0.390663391,-4,7
Azerbaijan Grand Prix,2023,George RUSSELL,RUS,63,Baku,street,dry,103.37,109.0451458,39.60873469,44.52852,26.30964,2,11,8,5,5,1,0,5.564516129,3.272443153,62,5.373134328,3.428206621,87.12502985,1.925373134,14,0.225806452,4,0.064516129,5,0.080645161,4.333333333,3,7,104.584,2,0.666666667,1,9,1,0,0.484066156,0.234058117,0.085995086,-3,8
Bahrain Grand Prix,2023,George RUSSELL,RUS,63,Sakhir,circuit,dry,97.035,99.07377778,32.28130357,43.31901786,24.22016071,2,6,7,6,7.5,1,0,5.564516129,3.272443153,62,5.373134328,3.428206621,87.12502985,1.925373134,14,0.225806452,4,0.064516129,5,0.080645161,4.666666667,3,3.666666667,95.87266667,1,0.333333333,15,9,0,0,0.880841693,0.234058117,-0.066339066,1,7
